AMOUNT__C,BROKER_STATUS__C,BROKER_TIER__C,CLIENT_RISK_RATING__C,CREDIT_SCORE_BORROWER_2__C,CREDIT_SCORE__C,CURRENT_TERM_IN_MONTHS__C,EMPLOYMENT_STATUS_BORROWER_2__C,EMPLOYMENT_STATUS__C,GLOBAL_DEBT_SERVICING_RATIO__C,LOAN_ID__C,INTEREST_RATE__C,LOAN_TO_VALUE__C,MORTGAGE_POSITION__C,MORTGAGE_PURPOSE__C,OCCUPANCY_TYPE__C,PROPERTY_TYPE__C,SELF_EMPLOYED__C,STAGE__C,TOTAL_DEBT_SERVICING_RATIO__C
446422,Approved,Key Account,4,753,511,34,Other,Self-employed,55.7,a006g000002FCXwAAO,4.76,46,3,Equity Takeout,Owner,Apartment Low Rise,TRUE,Declined,94
129080,Approved,Key Account,3,663,438,37,Contract,Pension,95.5,a006g000002FCXxAAO,8.25,58,3,Refinance,Rental,Apartment High Rise,FALSE,Approved,96.3
1211164,Approved,Non Key Account,3,895,855,29,Other,Hourly,91.3,a006g000002FCXyAAO,4.83,49,2,Refinance for Debt Consolidation,Owner,Apartment High Rise,FALSE,Declined,94.7
682971,Deactivated,Non Key Account,5,418,706,40,Hourly,Pension,79.8,a006g000002FCXzAAO,8.34,39,1,Purchase,Rental,Apartment High Rise,FALSE,Declined,94.5
1461376,Approved,Key Account,3,449,541,28,Hourly,Other,1.2,a006g000002FCY0AAO,9.42,60,3,Refinance for Debt Consolidation,Rental,Apartment High Rise,FALSE,Approved,39.8
1441078,Deactivated,Non Key Account,5,493,753,10,Self-employed,Other,32.2,a006g000002FCY1AAO,9.3,43,2,Purchase,Owner,Apartment Low Rise,FALSE,Declined,89.6
1259112,Approved,Non Key Account,3,541,412,15,Contract,Commissions,73.4,a006g000002FCY2AAO,6.46,11,1,Refinance,Owner,Apartment High Rise,FALSE,Approved,78.8
1109100,Approved,Key Account,5,639,488,12,Other,Contract,35.6,a006g000002FCY3AAO,6.18,11,1,Purchase,Rental,Apartment Low Rise,FALSE,Declined,88.5
970485,Approved,Key Account,5,777,687,6,Other,Other,34.7,a006g000002FCY4AAO,9.65,44,3,Refinance for Debt Consolidation,Owner,Row,FALSE,Approved,37.9
1003702,Approved,Key Account,4,711,413,15,Hourly,Commissions,13.1,a006g000002FCY5AAO,9.58,34,1,Purchase,Rent To Own,Apartment High Rise,FALSE,Declined,71.7
412507,Approved,Non Key Account,5,563,722,11,Other,Commissions,81,a006g000002FCY6AAO,8.9,79,2,Refinance for Debt Consolidation,Rental,Row,FALSE,Declined,81.4
163387,Approved,Key Account,2,561,457,33,Contract,Commissions,49.1,a006g000002FCY7AAO,7.43,11,3,Purchase Rent to Own,Owner,Apartment High Rise,FALSE,Approved,68.7
310547,Approved,Non Key Account,2,473,566,44,Hourly,Commissions,62.3,a006g000002FCY8AAO,7.12,56,1,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,FALSE,Declined,63.8
108331,Approved,Key Account,3,709,871,58,Other,Contract,42.7,a006g000002FCY9AAO,4.73,78,3,Refinance,Owner,Semi-detached,FALSE,Declined,68.5
578057,Watch List,Non Key Account,4,849,596,45,Pension,Salary,54.4,a006g000002FCYAAA4,8.03,67,3,Refinance for Debt Consolidation,Rent To Own,Semi-detached,FALSE,Declined,91.8
1115354,Approved,Non Key Account,3,571,449,54,Hourly,Pension,74.3,a006g000002FCYBAA4,6.25,77,3,Equity Takeout,Rental,Apartment Low Rise,FALSE,Declined,92.4
229793,Watch List,Key Account,4,871,857,47,Salary,Contract,80.3,a006g000002FCYCAA4,8.19,20,1,Refinance for Debt Consolidation,Rent To Own,Single,FALSE,Approved,95.9
1209145,Approved,Non Key Account,4,563,733,48,Hourly,Pension,90.9,a006g000002FCYDAA4,5.71,28,1,Refinance,Owner,Apartment High Rise,FALSE,Declined,99.4
1200489,Approved,Key Account,4,503,689,9,Contract,Hourly,31.7,a006g000002FCYEAA4,4.89,76,1,Equity Takeout,Rent To Own,Row,FALSE,Declined,36.8
1122334,Approved,Non Key Account,3,401,441,43,Salary,Other,30.6,a006g000002FCYFAA4,4.15,17,1,Purchase Rent to Own,Rental,Semi-detached,FALSE,Declined,60.1
782154,Approved,Key Account,3,664,706,26,Commissions,Self-employed,14.4,a006g000002FCYGAA4,5.66,37,2,Refinance for Debt Consolidation,Owner,Apartment High Rise,TRUE,Declined,15.3
1175364,Approved,Key Account,2,880,423,15,Self-employed,Contract,58.1,a006g000002FCYHAA4,9.59,27,3,Purchase Rent to Own,Owner,Apartment Low Rise,FALSE,Declined,83.2
793660,Approved,Key Account,3,560,779,9,Pension,Commissions,88.2,a006g000002FCYIAA4,6.62,80,1,Refinance,Owner,Semi-detached,FALSE,Declined,97.5
1036834,Approved,Non Key Account,3,826,669,60,Contract,Salary,20.8,a006g000002FCYJAA4,3.99,44,2,Purchase Rent to Own,Rent To Own,Apartment High Rise,FALSE,Declined,38.8
1243999,Approved,Key Account,4,492,845,19,Pension,Salary,93.5,a006g000002FCYKAA4,8.7,76,1,Purchase Rent to Own,Owner,Semi-detached,FALSE,Declined,93.9
995285,Approved,Key Account,3,762,612,35,Commissions,Other,6.7,a006g000002FCYLAA4,8.89,69,1,Purchase Rent to Own,Owner,Semi-detached,FALSE,Approved,23.7
1493148,Watch List,Non Key Account,3,427,605,21,Other,Salary,76.1,a006g000002FCYMAA4,4.47,5,2,Equity Takeout,Rent To Own,Semi-detached,FALSE,Declined,78.7
687540,Approved,Non Key Account,3,658,406,5,Hourly,Pension,1.8,a006g000002FCYNAA4,8.24,13,3,Purchase Rent to Own,Rental,Single,FALSE,Approved,2.5
108562,Approved,Non Key Account,3,872,482,8,Commissions,Self-employed,9,a006g000002FCYOAA4,5.06,75,3,Refinance,Rent To Own,Apartment High Rise,TRUE,Declined,62.9
1354476,Approved,Non Key Account,2,403,617,20,Hourly,Self-employed,44.1,a006g000002FCYPAA4,6.58,33,2,Purchase,Rental,Apartment High Rise,TRUE,Declined,78.9
277281,Approved,Non Key Account,4,512,619,4,Contract,Pension,28.5,a006g000002FCYQAA4,8.44,6,3,Purchase,Rent To Own,Single,FALSE,Declined,58.4
334773,Approved,Non Key Account,4,843,468,27,Other,Self-employed,33.2,a006g000002FCYRAA4,6.71,21,2,Refinance for Debt Consolidation,Owner,Single,TRUE,Declined,67.8
1388916,Approved,Non Key Account,4,743,669,45,Other,Pension,89,a006g000002FCYSAA4,6.57,10,1,Refinance for Debt Consolidation,Owner,Semi-detached,FALSE,Declined,94.6
647059,Approved,Key Account,5,422,657,51,Salary,Other,7.1,a006g000002FCYTAA4,7.22,43,1,Purchase Rent to Own,Rent To Own,Single,FALSE,Declined,38.6
538511,Approved,Key Account,5,505,671,34,Other,Other,91.3,a006g000002FCYUAA4,6.77,22,3,Refinance for Debt Consolidation,Owner,Semi-detached,FALSE,Approved,98.9
1172093,Approved,Key Account,2,589,582,39,Hourly,Contract,77.8,a006g000002FCYVAA4,5.85,30,1,Purchase Rent to Own,Rent To Own,Apartment High Rise,FALSE,Declined,86
304620,Watch List,Key Account,3,428,462,24,Self-employed,Commissions,73.2,a006g000002FCYWAA4,7.95,46,3,Purchase,Rental,Apartment Low Rise,FALSE,Declined,74.2
534245,Deactivated,Non Key Account,5,681,420,42,Hourly,Contract,63,a006g000002FCYXAA4,7.7,58,3,Refinance,Owner,Row,FALSE,Declined,90.6
890717,Approved,Non Key Account,3,510,759,17,Other,Self-employed,85.1,a006g000002FCYYAA4,4.31,69,1,Equity Takeout,Owner,Apartment High Rise,TRUE,Declined,89.3
235395,Approved,Key Account,3,592,422,16,Self-employed,Pension,37.5,a006g000002FCYZAA4,7.02,62,1,Refinance for Debt Consolidation,Rental,Single,FALSE,Declined,55.8
140334,Approved,Non Key Account,4,490,835,16,Hourly,Pension,8.4,a006g000002FCYaAAO,5.73,33,2,Refinance for Debt Consolidation,Rental,Row,FALSE,Approved,86.6
338324,Watch List,Key Account,2,451,555,26,Commissions,Self-employed,14,a006g000002FCYbAAO,7.38,18,2,Refinance for Debt Consolidation,Rental,Semi-detached,TRUE,Approved,36.9
1470555,Approved,Non Key Account,6,775,614,39,Commissions,Self-employed,55.5,a006g000002FCYcAAO,6.29,15,2,Purchase Rent to Own,Owner,Semi-detached,TRUE,Declined,57.1
889251,Approved,Key Account,3,528,739,39,Hourly,Hourly,63,a006g000002FCYdAAO,8.7,41,3,Purchase,Rent To Own,Semi-detached,FALSE,Declined,92.9
246450,Watch List,Non Key Account,3,562,895,2,Other,Self-employed,97.1,a006g000002FCYeAAO,7.21,57,2,Purchase,Rent To Own,Single,TRUE,Declined,99.3
953092,Watch List,Non Key Account,4,444,809,56,Self-employed,Pension,61.1,a006g000002FCYfAAO,7.06,41,2,Equity Takeout,Owner,Apartment High Rise,FALSE,Declined,66.5
732108,Deactivated,Non Key Account,4,430,489,3,Pension,Other,62.8,a006g000002FCYgAAO,5.45,9,1,Purchase Rent to Own,Rent To Own,Row,FALSE,Declined,72.1
1387373,Deactivated,Key Account,3,634,605,3,Salary,Self-employed,91.3,a006g000002FCYhAAO,4.41,16,2,Purchase,Owner,Single,TRUE,Declined,93.5
202436,Approved,Key Account,3,875,627,48,Pension,Self-employed,24.1,a006g000002FCYiAAO,7.61,47,3,Refinance,Owner,Apartment High Rise,TRUE,Approved,41.1
163204,Approved,Non Key Account,3,792,676,11,Self-employed,Contract,64.4,a006g000002FCYjAAO,9.43,10,2,Purchase,Rent To Own,Apartment Low Rise,FALSE,Declined,90.2
1044096,Approved,Key Account,4,759,675,28,Salary,Self-employed,77.1,a006g000002FCYkAAO,9.48,47,1,Purchase,Owner,Apartment Low Rise,TRUE,Declined,86.8
650009,Approved,Key Account,4,788,451,42,Salary,Pension,26.2,a006g000002FCYlAAO,6.13,51,3,Purchase Rent to Own,Rental,Semi-detached,FALSE,Approved,68.4
682892,Watch List,Key Account,5,810,464,31,Other,Self-employed,51.1,a006g000002FCYmAAO,4.91,69,2,Purchase,Rent To Own,Semi-detached,TRUE,Declined,56.3
1095242,Approved,Key Account,3,749,524,59,Commissions,Commissions,10.5,a006g000002FCYnAAO,6.32,37,3,Purchase Rent to Own,Owner,Semi-detached,FALSE,Declined,22.2
477598,Deactivated,Non Key Account,4,650,866,37,Hourly,Contract,91,a006g000002FCYoAAO,8.27,30,3,Refinance,Owner,Single,FALSE,Declined,93.5
765704,Approved,Key Account,3,665,689,11,Self-employed,Salary,98.1,a006g000002FCYpAAO,6.36,76,1,Equity Takeout,Owner,Apartment High Rise,FALSE,Declined,98.7
954413,Approved,Key Account,4,447,644,11,Commissions,Commissions,20.3,a006g000002FCYqAAO,9.99,29,1,Refinance,Owner,Single,FALSE,Approved,24.6
372262,Approved,Key Account,4,471,814,60,Self-employed,Self-employed,83.6,a006g000002FCYrAAO,4.16,22,3,Purchase Rent to Own,Owner,Single,TRUE,Approved,91.3
219721,Watch List,Key Account,1,514,647,17,Salary,Commissions,37.2,a006g000002FCYsAAO,7.85,65,1,Equity Takeout,Rental,Semi-detached,FALSE,Declined,40.6
1208257,Deactivated,Non Key Account,2,647,825,30,Pension,Contract,8.4,a006g000002FCYtAAO,5.67,58,3,Equity Takeout,Rent To Own,Apartment Low Rise,FALSE,Declined,11.3
988192,Approved,Key Account,3,696,417,13,Commissions,Contract,31.2,a006g000002FCYuAAO,6.45,59,1,Purchase,Rent To Own,Row,FALSE,Declined,97.1
611434,Approved,Key Account,3,876,620,9,Other,Commissions,20.1,a006g000002FCYvAAO,8.44,7,3,Purchase Rent to Own,Owner,Apartment High Rise,FALSE,Declined,30.2
464816,Approved,Non Key Account,4,549,486,35,Contract,Hourly,96,a006g000002FCYwAAO,8.22,57,2,Equity Takeout,Rental,Apartment Low Rise,FALSE,Declined,96.6
361871,Approved,Key Account,5,779,618,35,Other,Contract,90.5,a006g000002FCYxAAO,6.21,62,3,Purchase,Rent To Own,Apartment High Rise,FALSE,Declined,91.1
298876,Approved,Key Account,4,706,822,24,Self-employed,Pension,57.7,a006g000002FCYyAAO,5.23,38,2,Purchase Rent to Own,Owner,Single,FALSE,Approved,84.1
790824,Approved,Key Account,4,683,839,53,Salary,Commissions,16.8,a006g000002FCYzAAO,6.85,50,3,Equity Takeout,Rent To Own,Semi-detached,FALSE,Declined,32.6
1019860,Watch List,Non Key Account,4,897,723,48,Other,Contract,12.2,a006g000002FCZ0AAO,7.26,57,2,Refinance,Owner,Semi-detached,FALSE,Declined,73.7
868382,Approved,Non Key Account,2,717,440,33,Hourly,Pension,92.9,a006g000002FCZ1AAO,6.32,77,2,Purchase Rent to Own,Rent To Own,Semi-detached,FALSE,Declined,93.1
414534,Approved,Non Key Account,4,424,808,48,Self-employed,Other,54.2,a006g000002FCZ2AAO,7.11,9,1,Purchase Rent to Own,Rent To Own,Row,FALSE,Declined,90.7
716714,Watch List,Non Key Account,2,410,523,28,Commissions,Contract,51.2,a006g000002FCZ3AAO,9.6,33,3,Purchase Rent to Own,Rent To Own,Apartment Low Rise,FALSE,Approved,54
1014290,Approved,Key Account,3,831,718,54,Pension,Self-employed,95.5,a006g000002FCZ4AAO,9.7,36,1,Purchase Rent to Own,Rent To Own,Semi-detached,TRUE,Declined,96.6
1350093,Approved,Non Key Account,2,722,630,21,Contract,Salary,26.5,a006g000002FCZ5AAO,8.11,28,3,Equity Takeout,Rental,Apartment Low Rise,FALSE,Declined,41.4
345661,Approved,Key Account,4,743,711,18,Self-employed,Hourly,60.5,a006g000002FCZ6AAO,5,70,3,Purchase,Rental,Single,FALSE,Declined,81.5
146829,Watch List,Non Key Account,3,663,487,51,Hourly,Self-employed,71,a006g000002FCZ7AAO,4.45,66,3,Purchase Rent to Own,Rental,Row,TRUE,Declined,78.2
227059,Approved,Non Key Account,2,756,898,57,Hourly,Other,65.7,a006g000002FCZ8AAO,4.19,59,2,Equity Takeout,Rental,Apartment Low Rise,FALSE,Declined,88.4
1420149,Approved,Key Account,5,884,760,53,Hourly,Self-employed,94.6,a006g000002FCZ9AAO,9.1,59,3,Purchase,Rent To Own,Semi-detached,TRUE,Declined,96.5
153011,Deactivated,Non Key Account,4,820,604,19,Hourly,Other,49.8,a006g000002FCZAAA4,8.11,27,3,Purchase Rent to Own,Owner,Apartment High Rise,FALSE,Declined,57.9
267657,Approved,Key Account,5,731,874,44,Hourly,Commissions,3.6,a006g000002FCZBAA4,8.1,20,3,Refinance for Debt Consolidation,Owner,Semi-detached,FALSE,Approved,43.4
634880,Approved,Key Account,4,416,594,41,Hourly,Other,18.5,a006g000002FCZCAA4,4.94,70,3,Refinance for Debt Consolidation,Owner,Apartment Low Rise,FALSE,Declined,91.6
1169542,Approved,Non Key Account,5,866,858,58,Salary,Salary,67.9,a006g000002FCZDAA4,8.97,40,3,Refinance,Rent To Own,Semi-detached,FALSE,Declined,85
114606,Watch List,Non Key Account,3,804,743,55,Commissions,Self-employed,82.7,a006g000002FCZEAA4,6.15,79,2,Equity Takeout,Owner,Row,TRUE,Declined,93.8
585518,Watch List,Key Account,4,605,565,15,Other,Hourly,41.1,a006g000002FCZFAA4,7.42,47,3,Purchase Rent to Own,Rent To Own,Row,FALSE,Declined,61.8
645597,Approved,Non Key Account,3,839,680,40,Commissions,Self-employed,28.5,a006g000002FCZGAA4,5.78,19,3,Refinance,Rent To Own,Apartment High Rise,TRUE,Declined,98.1
115708,Approved,Non Key Account,5,628,742,0,Pension,Self-employed,51.3,a006g000002FCZHAA4,8.28,29,3,Purchase,Rent To Own,Single,TRUE,Declined,71.2
1461619,Approved,Key Account,1,788,429,17,Other,Commissions,22.4,a006g000002FCZIAA4,4.37,23,1,Purchase,Rent To Own,Semi-detached,FALSE,Declined,86.2
671373,Watch List,Non Key Account,2,661,898,48,Salary,Salary,57.1,a006g000002FCZJAA4,8.99,48,3,Purchase Rent to Own,Owner,Apartment Low Rise,FALSE,Declined,65.8
1109332,Approved,Key Account,3,664,646,37,Commissions,Hourly,79,a006g000002FCZKAA4,4.04,15,3,Equity Takeout,Rental,Semi-detached,FALSE,Declined,99.1
112361,Approved,Non Key Account,4,661,772,37,Commissions,Hourly,35.5,a006g000002FCZLAA4,4.89,65,2,Purchase Rent to Own,Rent To Own,Semi-detached,FALSE,Declined,67
790913,Deactivated,Key Account,2,458,736,1,Pension,Contract,38.9,a006g000002FCZMAA4,5.83,29,2,Purchase Rent to Own,Owner,Single,FALSE,Approved,55.8
598329,Approved,Non Key Account,3,870,794,44,Other,Pension,20.9,a006g000002FCZNAA4,8.13,73,3,Refinance,Rental,Single,FALSE,Declined,72.4
797498,Watch List,Key Account,4,637,860,54,Self-employed,Salary,4.4,a006g000002FCZOAA4,5.21,79,1,Equity Takeout,Owner,Row,FALSE,Declined,36.1
353578,Approved,Non Key Account,4,430,421,35,Commissions,Hourly,22.3,a006g000002FCZPAA4,4.73,8,2,Purchase Rent to Own,Owner,Apartment High Rise,FALSE,Approved,33.5
1068868,Deactivated,Non Key Account,2,530,658,38,Salary,Other,79.3,a006g000002FCZQAA4,7.89,23,1,Refinance for Debt Consolidation,Owner,Apartment Low Rise,FALSE,Declined,94.4
928621,Approved,Non Key Account,5,543,540,51,Self-employed,Hourly,83.7,a006g000002FCZRAA4,4.34,25,3,Purchase,Rent To Own,Row,FALSE,Declined,89.9
806027,Watch List,Key Account,2,659,418,12,Hourly,Other,57.4,a006g000002FCZSAA4,7.8,48,1,Refinance for Debt Consolidation,Rent To Own,Single,FALSE,Approved,92
557316,Approved,Key Account,4,824,717,0,Contract,Other,59.4,a006g000002FCZTAA4,7,6,3,Equity Takeout,Rental,Apartment Low Rise,FALSE,Declined,94.6
416670,Approved,Non Key Account,3,673,404,47,Self-employed,Hourly,11,a006g000002FCZUAA4,7.5,35,1,Equity Takeout,Owner,Row,FALSE,Declined,71.6
543326,Approved,Non Key Account,3,728,556,22,Self-employed,Contract,25.2,a006g000002FCZVAA4,9.91,73,1,Purchase,Owner,Row,FALSE,Approved,97.6
1274050,Approved,Non Key Account,3,429,579,26,Pension,Contract,71.4,a006g000002FCZWAA4,6.4,48,3,Purchase,Owner,Row,FALSE,Declined,81.6
1284434,Approved,Key Account,4,543,709,16,Other,Contract,26.9,a006g000002FCZXAA4,5.84,58,2,Purchase,Rental,Apartment High Rise,FALSE,Declined,38.7
811632,Approved,Non Key Account,6,774,637,8,Hourly,Commissions,48.6,a006g000002FCZYAA4,4.15,58,1,Purchase Rent to Own,Rental,Row,FALSE,Declined,91.8
863391,Approved,Key Account,4,479,641,24,Commissions,Hourly,66.5,a006g000002FCZZAA4,6.78,74,3,Equity Takeout,Rent To Own,Apartment High Rise,FALSE,Declined,85.7
1313051,Approved,Key Account,3,822,417,51,Commissions,Commissions,67.2,a006g000002FCZaAAO,8.72,48,1,Purchase Rent to Own,Rental,Apartment Low Rise,FALSE,Declined,86.6
538935,Deactivated,Non Key Account,4,494,773,37,Contract,Pension,69.5,a006g000002FCZbAAO,4.98,17,3,Purchase,Rental,Semi-detached,FALSE,Declined,98
1452150,Approved,Non Key Account,3,503,607,39,Self-employed,Salary,63.3,a006g000002FCZcAAO,8.94,50,1,Equity Takeout,Rent To Own,Single,FALSE,Declined,66.4
484519,Approved,Key Account,3,408,798,12,Salary,Salary,72,a006g000002FCZdAAO,9.83,56,2,Equity Takeout,Rental,Row,FALSE,Approved,73
513930,Approved,Key Account,5,776,466,47,Salary,Pension,66,a006g000002FCZeAAO,6.57,23,1,Purchase,Rental,Single,FALSE,Declined,67.2
1103559,Approved,Non Key Account,3,856,639,55,Other,Commissions,78.9,a006g000002FCZfAAO,8.24,5,2,Refinance for Debt Consolidation,Rent To Own,Single,FALSE,Declined,94.9
1215778,Approved,Non Key Account,3,755,776,11,Contract,Salary,32,a006g000002FCZgAAO,4.33,65,1,Equity Takeout,Owner,Apartment High Rise,FALSE,Declined,50.6
141295,Watch List,Key Account,3,477,869,49,Salary,Commissions,89.9,a006g000002FCZhAAO,5.35,30,1,Refinance for Debt Consolidation,Rent To Own,Single,FALSE,Declined,91.3
1040641,Watch List,Key Account,5,596,731,28,Hourly,Self-employed,11.8,a006g000002FCZiAAO,4.99,78,1,Purchase Rent to Own,Rental,Apartment Low Rise,TRUE,Declined,64.3
491982,Approved,Key Account,3,631,716,12,Self-employed,Contract,94.3,a006g000002FCZjAAO,4.52,18,3,Purchase Rent to Own,Owner,Apartment High Rise,FALSE,Declined,94.5
390448,Approved,Key Account,4,688,588,34,Self-employed,Salary,27.5,a006g000002FCZkAAO,6.76,15,2,Refinance for Debt Consolidation,Rent To Own,Apartment High Rise,FALSE,Declined,89.2
1227406,Approved,Key Account,4,669,824,37,Salary,Hourly,2.1,a006g000002FCZlAAO,6.23,46,3,Refinance,Rent To Own,Apartment High Rise,FALSE,Approved,100
729018,Approved,Non Key Account,4,703,568,41,Self-employed,Commissions,68.7,a006g000002FCZmAAO,9.5,60,1,Purchase,Owner,Apartment Low Rise,FALSE,Declined,82.6
144799,Deactivated,Non Key Account,3,621,847,1,Hourly,Salary,98.6,a006g000002FCZnAAO,9.15,35,3,Purchase,Rental,Row,FALSE,Declined,99.7
878227,Watch List,Key Account,3,713,756,23,Salary,Other,67.8,a006g000002FCZoAAO,9.82,66,2,Refinance for Debt Consolidation,Owner,Single,FALSE,Declined,80.8
629102,Approved,Key Account,5,777,696,59,Pension,Hourly,87.7,a006g000002FCZpAAO,8.2,69,2,Equity Takeout,Owner,Row,FALSE,Approved,99.7
188137,Approved,Non Key Account,3,453,594,25,Contract,Pension,59.3,a006g000002FCZqAAO,7.42,23,3,Refinance for Debt Consolidation,Rent To Own,Apartment Low Rise,FALSE,Approved,65.5
361101,Watch List,Key Account,4,875,815,20,Hourly,Commissions,63.3,a006g000002FCZrAAO,7.78,44,3,Purchase,Rent To Own,Single,FALSE,Declined,63.5
359088,Approved,Key Account,2,862,465,29,Other,Pension,41.3,a006g000002FCZsAAO,5.8,49,1,Purchase Rent to Own,Owner,Apartment High Rise,FALSE,Declined,70.8
178089,Deactivated,Non Key Account,4,675,751,53,Contract,Salary,33.9,a006g000002FCZtAAO,7.2,66,3,Purchase Rent to Own,Rent To Own,Single,FALSE,Declined,71.6
248994,Approved,Non Key Account,4,845,848,16,Other,Salary,31.1,a006g000002FCZuAAO,5.22,53,1,Purchase,Owner,Row,FALSE,Declined,36.9
1440859,Watch List,Non Key Account,4,783,495,18,Contract,Hourly,9.6,a006g000002FCZvAAO,9.38,12,3,Purchase,Rental,Semi-detached,FALSE,Declined,67.6
1458992,Watch List,Key Account,5,653,607,46,Contract,Commissions,98.1,a006g000002FCZwAAO,6.67,45,2,Purchase,Rent To Own,Row,FALSE,Declined,99.8
397766,Approved,Key Account,3,581,636,54,Commissions,Other,62.4,a006g000002FCZxAAO,8.22,25,1,Purchase Rent to Own,Rent To Own,Single,FALSE,Approved,79.2
1221509,Approved,Key Account,5,469,627,33,Self-employed,Contract,88.3,a006g000002FCZyAAO,9.31,19,3,Purchase Rent to Own,Owner,Apartment High Rise,FALSE,Approved,92.6
1015477,Approved,Key Account,5,650,708,48,Commissions,Commissions,31.2,a006g000002FCZzAAO,6.06,75,2,Purchase Rent to Own,Rent To Own,Apartment High Rise,FALSE,Declined,43.5
1192164,Approved,Non Key Account,5,660,711,31,Contract,Commissions,51.3,a006g000002FCa0AAG,4.74,44,1,Purchase,Rent To Own,Apartment Low Rise,FALSE,Declined,86
603307,Watch List,Non Key Account,3,407,852,5,Self-employed,Commissions,81.9,a006g000002FCa1AAG,5.66,45,2,Purchase Rent to Own,Owner,Row,FALSE,Declined,92.3
705823,Approved,Key Account,3,772,481,8,Pension,Salary,10.6,a006g000002FCa2AAG,9.85,37,2,Purchase Rent to Own,Owner,Row,FALSE,Approved,52.9
1164784,Watch List,Non Key Account,4,651,422,24,Self-employed,Self-employed,51.6,a006g000002FCa3AAG,8.66,57,1,Equity Takeout,Owner,Semi-detached,TRUE,Declined,58
241818,Approved,Key Account,4,606,407,38,Salary,Commissions,65.2,a006g000002FCa4AAG,7.76,29,2,Purchase Rent to Own,Rent To Own,Apartment High Rise,FALSE,Declined,83.5
221299,Approved,Key Account,4,462,518,13,Pension,Salary,13.8,a006g000002FCa5AAG,9.12,69,2,Refinance,Rent To Own,Semi-detached,FALSE,Declined,59.5
557561,Approved,Non Key Account,3,731,509,0,Self-employed,Hourly,83.7,a006g000002FCa6AAG,4.43,52,3,Refinance,Owner,Apartment Low Rise,FALSE,Approved,90.9
458354,Approved,Key Account,3,740,626,27,Other,Commissions,67.8,a006g000002FCa7AAG,6.95,29,3,Equity Takeout,Rental,Apartment Low Rise,FALSE,Approved,87.8
206613,Approved,Non Key Account,3,464,879,22,Self-employed,Self-employed,13.7,a006g000002FCa8AAG,9.2,18,2,Equity Takeout,Rental,Row,TRUE,Declined,54.7
1418727,Approved,Non Key Account,2,866,563,26,Other,Commissions,86.4,a006g000002FCa9AAG,8.73,34,3,Refinance for Debt Consolidation,Rental,Apartment High Rise,FALSE,Declined,97.4
429205,Approved,Non Key Account,4,775,719,13,Pension,Self-employed,4,a006g000002FCaAAAW,8.39,70,3,Purchase Rent to Own,Rent To Own,Apartment High Rise,TRUE,Declined,77.7
